Material,Type of steel profile,Type of connnection,Lateral load resisting system,Height,Irregularities,Ductility,Type of block
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Unknown,-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Low rise (<3 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Hybrid,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Hybrid,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Hybrid,Unknown,Unknown,Unknown,-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Low rise (<3 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Unknown,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Unknown,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Unknown,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Unknown,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
